story_id,n_authors,seed_handle,seed_followers,seed_suspicion,seed_in_coord,fringe_seeded,picked_up_by_big,big_handle,lag_to_big_h,early_in_coord,text
618,3,ChrisMWasike,2212.0,0.101,True,False,False,,,1,@makaumully You're crying more than Riggy G 🤣😂 who speaks highly of Sifuna anyway. It's about interests bana
619,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,"Police confront NMG journalists filming barricade at Allsops, force them to delete footage before letting them"
620,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,These are some of our predictions for the World Cup quarter-finals. Do you agree or do you see any upsets comi
621,3,citizentvkenya,6853809.0,0.159,False,False,True,citizentvkenya,0.0,0,"Kisumu court summons IG Kanja, AG Oduor over protest regulations https://t.co/L2Er1WxSiM"
622,2,BalasundramRav1,265.0,0.21,False,True,False,,,0,"@aggrey2015 @C_NyaKundiH If @C_NyaKundiH's account was true, and I believe it is, all those who were involved-"
623,3,MiteiRober,4813.0,0.189,False,False,False,,,1,@Asamoh_ @TheODMparty Orengo is a de facto party leader while Oburu is mere a de jure functionary of ODM.
624,3,pudgeKE,385.0,0.458,True,True,False,,,2,@KeiNondiLaw if he is not the dp he wount even be president.  a ticket where sifuna is not the president no on
625,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,"How Oburu, Orengo power struggle will shape Siaya governor race https://t.co/BLizPN7zKj"
626,3,SarSevdas,66.0,0.286,False,True,False,,,0,@armancame_ @DailyTurkst Yanıyorsunuz amk götünüz cayır cayır yanıyor atalarımızın tarihinden bir tutam yüzünü
627,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Trump interference and team USA's spectacular crash out leave stain on World Cup https://t.co/6rqtVFbUxn
628,3,Kianangih,58494.0,0.21,False,False,False,,,0,@IEBCKenya Voter verification portal is not working
629,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,Fuel truckers to install GPS trackers in proposed regulations https://t.co/yz3FwaeFOz
630,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Campaign cash caps: Push to stop politicians from buying seats https://t.co/yKvb4ATaHh
631,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"Ruto aides, businessman lose bid to exit Sh292m spy software case https://t.co/dBfFF3IXkX"
632,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,Succession: Court win for man fathered by Catholic priest https://t.co/JJEfirpkAj
633,3,Haky49501827,8220.0,0.313,False,False,False,,,0,@nikokadiKE Waah kumbe huwa wanakapitia hii design aki
634,3,NyakundiReport,31036.0,0.051,False,False,False,,,0,Nairobi Regional Police Commander Issa Mohamud says police did not deny anyone access to Nairobi CBD during Sa
635,3,JakeReaper3,62.0,0.178,False,True,True,citizentvkenya,1.8,1,@IEBCKenya Why are voter details not showing . This is one thing kenyans wont tolerate...WANTAM
636,2,Camundih,15990.0,0.162,True,False,False,,,1,@Kenyans All of a sudden Olkalou has become a beehive of government activities and the single-most favored con
637,3,maliozgur,23924.0,0.085,False,False,False,,,0,"Şu fotoğrafı öve öve bitiremeyip akla hayale gelmedik anlamlar yükleyen bir sürü kişi gördüm.
Yahu, bu herif p"
638,3,KevinOoro3,24.0,0.306,False,True,False,,,0,"@NjiruAdv You are spinning. Muturi is saying he can only support Kalonzo and not matiangi, maraga,karua, Eugen"
639,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,"Fridah Mong'are: Saba Saba originally was fighting for multiparty democracy.

Right now, we are looking at acc"
640,3,ray_omollo,85904.0,0.008,False,False,False,,,0,The Government is making significant investments in modern sports infrastructure across the country to upgrade
641,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,"Betting firms, families to block addicts’ accounts

https://t.co/ape9WuL9ow https://t.co/CZNICc7Fhl"
642,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,Tuesday marked 23 days since former Deputy President Rigathi Gachagua started his 45-day retreat at his Wamuny
643,3,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,SWITZERLAND QUALIFY for quarter-finals of 2026 Fifa World Cup after 4-3 penalties win over Colombia in round o
644,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Is there no woman qualified? The uncomfortable question government must answer https://t.co/qhFGLboQH1
645,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Troubling rise of Ebirongo: The female goons stirring political violence in Kisii https://t.co/ivUphYTv9L
646,3,Injinia_Emma,1728.0,0.53,False,False,False,,,0,@onjolo_kenya The obsession with poor African leaders.. They don't deliver to their citizens but they want to 
647,3,Nyangande_,51.0,0.493,False,True,True,KTNNewsKE,206.9,0,"@JimiWanjigi Kenyas's problems are:-
The judiciary which has institutionalised corruption 
kps using colonial "
648,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,What to do when your child is a saint at home but wicked away https://t.co/ffdrv9fbpd
649,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,The heavy police lockdown witnessed during the second anniversary of the Gen Z protests and the Saba Saba comm
650,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"The road to Kisaju in Kajiado County is dusty. The morning air is crisp, and the landscape looks dry for miles"
651,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Ageless Brackcides Agala spurs Prisons to KVF Women’s National League final https://t.co/RIvzq03dCq
652,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Stellah Bosire: Crisis of misusing antibiotics https://t.co/LKhGFwf02V
653,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"Campaigns have hit high gear in Ol Kalou constituency Nyandarua county, with only six days remaining before th"
654,2,BerrodVal,103.0,0.245,False,True,False,,,0,"@sami__rss C’est vrai que l’élimination du Portugal c’est la FIFA t’as raison, continue de te ridiculiser"
655,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Race against time as MPs scrutinise IEBC poll reform proposals https://t.co/BdP5VEobdE
656,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"Global oil prices soar over 5pc as US President Trump ends Iran ceasefire, sparking fresh Middle East strikes;"
657,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,The Kenya National Union of Teachers (KNUT) has demanded the immediate release of dues owed to teachers who se
658,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"A lotion made from catnip could offer an affordable, locally produced alternative to one of the world's most w"
659,3,Naomikibandi,143175.0,0.113,True,False,True,Naomikibandi,0.0,1,"Moses Kuria distributes water pipes to households in Ol Kalou, Nyandarua County; Vow to ensure every household"
660,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"Gathered beneath a cluster of tents in the Talek region of the Maasai Mara, 20 young entrepreneurs prepared to"
661,3,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Chaos disrupts public participation forum over proposed Imenti Forest airstrip in Meru https://t.co/Bnl7QP3py6
662,3,citizentvkenya,6853809.0,0.159,False,False,True,citizentvkenya,0.0,0,"PS Jacob Fikirini's bodyguard, Rashid Charo freed on Sh20,000 personal bond over the alleged fatal shooting of"
663,3,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"Egypt files complaint against French referee Francois Letexier after controversial World Cup exit, accuse him "
664,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"Kenyan gig workers have called on the government to amend three clauses in the Business Laws (Amendment) Bill,"
665,3,CynthOmolo,2501.0,0.3,True,False,False,,,1,SIFUNA WILL NOT DEPUTIZE ANYONE. https://t.co/j8s7MaAghI
666,3,K24Tv,3217136.0,0.17,False,False,True,K24Tv,0.0,0,Ndindi Nyoro questions IEBC’s silence over election violence https://t.co/z1sLzGSghs
667,3,citizentvkenya,6853809.0,0.159,False,False,True,citizentvkenya,0.0,0,"Gladys Boss: ""Politics is ultimately about numbers. At the moment, ODM strongholds remain firmly intact. Even "
668,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,Mau Mau war veterans have asked President William Ruto to widen a state compensation scheme launched for Gen Z
669,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,Lobby group seeks court intervention to bar Speakers Moses Wetang’ula and Amason Kingi from 2027 election camp
670,3,du_kaps,11564.0,0.149,False,False,False,,,0,"Joyeux anniversaire au Général #Jean-Pierre Kasongo Kabuiki, Commandant du Service National de la RDC. Je vous"
671,2,Nawtypikachu,56.0,0.175,False,True,False,,,0,@raj17harsh @abanish_Bihar Ye bhot ambitious hain kisi ka pawn banne ke liye. Inhone BJP ka rasta kholne ke li
672,3,K24Tv,3217136.0,0.17,False,False,True,K24Tv,0.0,0,"Gachagua defies Murkomen, vows to keep speaking out despite incitement claims https://t.co/Vu5lfX2Qqs"
673,2,Nawtypikachu,56.0,0.175,False,True,False,,,0,"@raj17harsh @abanish_Bihar Mujhe bhi samajh hai. PK jab bhi kisi party ko election jitaate hain, uske 5 saal b"
674,3,OCMakinya,2335.0,0.243,False,False,True,cbs_ke,6.3,0,Many people have seen photos of a police officer with dreadlocks during  Saba Saba.The officer is 𝐂𝐩𝐥 𝐑𝐨𝐬𝐞 𝐑𝐚𝐤
675,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"Before 2022, Nairobi’s Kamukunji Grounds was a dusty, rocky, bushy, open and dirty ground that provided a good"
676,2,citizentvkenya,6853809.0,0.159,False,False,True,citizentvkenya,0.0,0,"Cash, mattresses, boats, gas cylinders: Inside the high-stakes battle for Ol Kalou MP seat https://t.co/nDjzSO"
677,3,Maryian96,32081.0,0.186,False,False,False,,,0,"As you talk about Sifuna you should know that soon he 

will be joining the united opposition,will you join wi"
678,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,The Kenya Forest Service (KFS) has urged residents to embrace the proposed airstrip project in the Imenti Fore
679,2,Nawtypikachu,56.0,0.175,False,True,False,,,0,@raj17harsh @abanish_Bihar Destroying 50 years of dravidian politics through vijay is a part of the larger pla
680,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,FIFA probes alleged racist abuse targeting streamer IShowSpeed during Argentina's World Cup matches against Ca
681,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,"Saba Saba protests: How bullet in leg ruined my family

Peterson Munyi, 44, was shot by police during the Saba"
682,3,Karmaka18207069,328.0,0.233,False,True,False,,,0,"@Dr_AustinOmondi 😂😂l want Ruto to be a dictator after Luos elect him 2027.

Hajasahau luos stoned him pale Kon"
683,2,PeopleDailyKe,241444.0,0.116,False,False,True,PeopleDailyKe,0.0,0,"Gachagua: Ruto has destroyed Kenyan politics by turning development into an election tool.
Read the whole stor"
684,3,JMutuli62446,11.0,0.316,False,True,False,,,0,"Kalonzo, Maraga and Matiangi watoe jam , Sifuna is the only presidential candidate who will send Ruto to sugoi"
685,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Driver who carried Opposition into banned Kamukunji rally dies on Saba Saba day https://t.co/RaFcZgacbm
686,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,A former Revenue Collection Assistant at the Nairobi City Water and Sewerage Company Limited (NCWSC) has been 
687,3,GreenetheDj,9230.0,0.265,False,False,False,,,0,"If you want real change, Linda Mwananchi is the only home left!"
688,2,WendyLIR,682.0,0.249,False,True,True,BiancaNaom1,142.3,0,"@SAYO_MBA Example,
Orengo is doing in Siaya County exactly what Ruto is doing to Kenya but since ako linda mwa"
689,3,citizentvkenya,6853809.0,0.159,False,False,True,citizentvkenya,0.0,0,"Eric Omondi: We are not just going to be on the streets; we are going to take action, but we will not leave th"
690,3,BSCNews,1366505.0,0.126,False,False,True,BSCNews,0.0,0,"CFTC chair says crypto's market-structure bill is ""so close""

Speaking to Fox Business, CFTC Chairman Michael "
691,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Failing to involve stepmother in succession costs son in court https://t.co/odeP1Y2x4T
692,3,citizentvkenya,6853809.0,0.159,False,False,True,citizentvkenya,0.0,0,"Eric Omondi: I’m so hurt hearing Morara Kebaso mention hawa grandfathers (Kalonzo, Gachagua, Matiang’i) as the"
693,3,citizentvkenya,6853809.0,0.159,False,False,True,citizentvkenya,0.0,0,Autopsy fails to establish cause of KFS legal manager Esther Keige's death https://t.co/XeCDz9RE3m
694,3,Lightcasttvke,8325.0,0.026,False,False,True,cbs_ke,2.0,0,"""I have no beef with Sifuna, I have a lot of respect for him. I am just trying to show him that we are all ind"
695,2,Lightcasttvke,8325.0,0.026,False,False,False,,,0,"""By January next year, half of the Linda Mwananchi and the United Opposition will be convinced to join William"
696,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"Tales from Ol Kalou: It’s shoes that don't fit, boats and campaign goodies bonanza 
https://t.co/eX7bpdGbFg"
697,3,osama_novara,25783.0,0.226,False,False,False,,,0,@Naomikibandi I cannot vote for Kalonzo or Gachagua.
698,2,sylviepaloma,374.0,0.238,False,True,False,,,0,"@rozzykanyua @MikeMondo1 @Classic105Kenya Gooodmorning Rozzy dear
Hope you're doing well 
Happy TBT
#MikeAndKi"
699,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"So close, yet so far: African dream shattered by last-minute mistakes 
https://t.co/46jXSPbEyV"
700,2,abbiezuena,10857.0,0.054,False,False,False,,,0,"For us as Linda Mwananchi. The Olkalau Rally is about engaging the wananchi about what voter bribery, manipula"
701,2,Oscar_ww_,1047.0,0.233,True,False,False,,,1,Good morning Sifunas and friends of Linda Mwananchi?
702,2,Kibet1515,175.0,0.254,False,True,False,,,0,@KenyanSays Kasongo has turned By-election into buy-election to remain relevant 😎
703,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,Kenya now Africa’s second-largest major arms importer https://t.co/mrAqJ3pogn
704,3,HonJNyakundi,22491.0,0.034,False,False,True,gpdkaluma,119.3,0,"Wise Kenyans would have questioned what Uhuru Kenyatta was doing with our money.

The likes of Jofri and Sifun"
705,2,chin_o47,15104.0,0.268,False,False,False,,,0,"ASK Show Ground in Nanyuki will bring together beneficiaries from Laikipia, Isiolo and Samburu to access NYOTA"
706,3,Kenyans,2736594.0,0.157,False,False,True,Kenyans,0.0,0,"I told my cousins, the Mulembe Nation, about the coalition agreement between Ruto, Wetangula and Mudavadi. The"
707,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"UHC workers protest six-year wait for job security 
https://t.co/NDmlT6ZG11"
708,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"Ol Kalou by-election has blown the opposition’s 'unity' wide open 
https://t.co/90Iam7hYKu"
709,3,Nelson36800950,59.0,0.329,False,True,False,,,1,"@samuelwasilwa5 @paulinenjoroge Nonsensical.. Anyway let's wait for Uhuru to make Sifuna President

Our Tutam "
710,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"Detectives turn to slain lawyer's phone records to reconstruct final hours 
https://t.co/3zaFfPzNF5"
711,2,charlesndonye1,278.0,0.243,False,True,False,,,0,"@Wavinya_Ndeti This is great work, Her Excellency is delivering the promises. 
#TUTAM"
712,2,yokuty12,11464.0,0.291,False,False,False,,,0,"In line with Nyandarua Youth League: Economic needs can't be fixed by fly-in speeches. Keep Off our space!
Kee"
713,2,BiancaNaom1,184289.0,0.052,False,False,True,BiancaNaom1,0.0,0,"Trans Nzoia County.

The county is witnessing massive infrastructure upgrades under Kenya Kwanza administratio"
714,3,Letoya_kaho,92.0,0.216,False,True,False,,,0,@exceleunnah254 @Felii_98 This is back in 2008 post election violence period
715,3,alp_89_hh,25.0,0.471,False,True,False,,,0,@kraldiagne1 @MehmetCakm8206 @irfan_gozen Sen macları nerenle isliyon saba kadar kossn bassn kac adam vardı ta
716,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,2026 World Cup co-hosts Mexico appoint former Barcelona defender Rafael Marquez as head coach after Javier Agu
717,2,citizentvkenya,6853809.0,0.159,False,False,True,citizentvkenya,0.0,0,High Court orders Office of the Director of Public Prosecutions (ODPP) to pay Sh6.9m to advocate Abdinoor Isma
718,3,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,1,"Ngong Road Forest has lost two thirds of its cover to roads, Jockey Club, police stations and school, Communit"
719,3,kenyasgossips,293783.0,0.024,False,False,True,kenyasgossips,0.0,0,"Interior of the Kenya Airways Boeing 777-300ER, which has returned to Kenya after being leased to Turkish Airl"
720,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,South Sudan marks 15 years of independence in crisis https://t.co/LgofwlmUty
721,3,MichaelWandati,1844.0,0.108,False,False,True,K24Tv,2.7,0,"Ruto using state-funded projects to sway votes, Gachagua alleges https://t.co/m8E89VLcs0"
722,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"Speaker Moses Wetangula appeals High Court judgement declaring President Ruto's cabinet unconstitutional, says"
723,3,skmusyoka,1696875.0,0.004,False,False,True,skmusyoka,0.0,0,"Condolence Message on the Passing of Hon. Abubakar Zein: A Tribute to Honour, Courage, and Service https://t.c"
724,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,Nairobi Senator and Linda Mwananchi movement leader Edwin Sifuna is expected to embark on a political tour of 
725,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"Did you score an A or A- in KCSE 2025? 🎓

KTN/Standard wants to hear from you! We are tracking where Kenya's t"
726,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,The Kakamega County Assembly's Committee on Finance and Economic Planning has directed the county's two water 
727,3,Kenyans,2736594.0,0.157,False,False,True,Kenyans,0.0,1,Senator Methu parades a government-issued mattress at a DCP Rally in Ol Kalou https://t.co/bfBJec4Jpw
728,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"UN urges immediate halt to eastern DRC fighting, flags heavy toll on civilians as M23 rebels and Congolese gov"
729,3,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,Two Form Four students charged with arson over dormitory fire at Abothuguchi Boys Senior School in Meru https:
730,2,koomesupa,491.0,0.282,False,True,False,,,0,"Tumajani laini kama nyama ya ginene
#TheMuchinaMovement

olkalou tumeamua
#SaveNgolibaMarket
Ronald Karauri Co"
731,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,Employers of political aspirants could soon be required to submit employment status reports confirming that em
732,3,KahawaTungu,85749.0,0.143,False,False,False,,,0,"Linda Mwananchi accuses government of political violence, vote buying ahead of 2027 polls https://t.co/b1tu1Lz"
733,3,JohnNjuru13,8.0,0.313,False,True,True,otienowill,103.0,0,@AnuarSaddat There's nothing good that will come out of Kenya Kwanza
734,3,Okthai_26,60098.0,0.027,False,False,True,Boonchan_st1,20.1,0,"กิจกรรมกีฬา SABA x ฟุตบอลโลก 2026  
ระยะเวลา 1 มิ.ย. - 10 ก.ค. 2569

เพียงเดิมพันขั้นต่ำ 900 บาท  
ก็มีสิทธิ์ล"
735,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"On April 9, 2024, Mwalimu Mohamed Babuhija was driving a Crustancean Processors Limited vehicle along the Mali"
736,3,vinguard254,35104.0,0.123,False,False,False,,,1,""" We want to present Edwin Sifuna to the Kenyan community "". Then on 26th we will have the mother of all ralli"
737,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,"Six students arrested after fire guts dorm at Tenwek Boys High School 

https://t.co/jBYPIgU8aX https://t.co/0"
738,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,From ceasefire to crossfire: How US-Iran tensions spiralled in 48 hours https://t.co/bwF9zMji3j
739,2,WilliamsRuto,6945325.0,0.013,False,False,True,WilliamsRuto,0.0,0,We are accelerating investment and stronger partnerships that will ensure universal access to clean cooking ac
740,3,dimoreconqueror,735.0,0.278,False,True,True,Kibet_bull,162.2,1,@edwinsifuna Seems IEBC aren't ready for the general elections tbh
741,3,Chipukizii,5481.0,0.218,False,False,False,,,0,"The only President Kenyans feels safe having him in Statehouse on 10th of August 2027 .
#SisiNdioSifuna https:"
742,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"Kenya Tribunal rules AI works cannot be copyrighted 

https://t.co/WZOXrBzbbc"
743,3,Isaac_Otwoma,47862.0,0.127,False,False,False,,,0,"OFFICIAL RESIGNATION STATEMENT

I, Isaac Otwoma, hereby tender my irrevocable resignation from the Orange Demo"
744,2,chegee1,255.0,0.23,False,True,False,,,0,murkomen might just have a “reason” to arrest gachagua they will bring goons then say they have intelligence g
745,3,Anguka_Naye,104.0,0.187,True,True,False,,,1,"What a coincidence!
15 transformers in one constituency undergoing maintenance while in Ol Kalou, new transfor"
746,3,TheStarKenya,2416897.0,0.15,False,False,True,TheStarKenya,0.0,1,United Alternative Government (UAG) co-convenor Martha Karua has moved to end speculation over the coalition's
747,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,"KRA Ditches The Excel Era:

KRA plans to overhaul the income tax return filing infrastructure by abandoning th"
748,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"OPINION: Imenti Forest: Public participation forum shouldn't be a rubber-stamping exercise

https://t.co/zb5tn"
749,3,ABotetsi,200.0,0.261,False,True,False,,,0,@J_Bardella Arrêtes avec tes félicitations hypocrites juste pour des raisons électorales. Nul n'ignore que toi
750,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"Battle of bigwigs in Ol Kalou polls 
https://t.co/iFU6JG961i"
751,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"Talanta Stadium: State faces critical Sh7bn payment deadline 
https://t.co/UrZE78VyAn"
752,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,"Banks enjoy record profits of Sh111bn in four months

https://t.co/l2Gw3RYXD3 https://t.co/8GYNHofaXB"
753,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,Thousands of students who qualified for university admission are missing out on their preferred degree courses
754,3,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,"Vodacom, Absa target Sh21bn extra dividends in Kenya deals https://t.co/3gwKrdjewa"
755,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"For about two weeks now, a section of City Hall has been turned into an industrial area with noisy generators "
756,2,ntvkenya,5352508.0,0.15,False,False,True,ntvkenya,0.0,0,"State set to pay 6.9bn for Talanta Stadium this month | Daily Nation 

#FixingTheNationNTV @nationfmke @ericla"
757,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"Kenya's export basket remains heavily dominated by agricultural products, limiting the country's ability to ma"
758,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,Four officers at Kamkunji Police Station are under investigation for allegedly stealing Sh21 million belonging
759,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,Prime Cabinet Secretary Musalia Mudavadi now claims that the Sifuna-led Linda Mwananchi team don’t have what i
760,3,citizentvkenya,6853809.0,0.159,False,False,True,citizentvkenya,0.0,0,World Bank demands anti-corruption reforms in Kenya https://t.co/agGgqkNT4e
761,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"At least 80 Kenyans die every day from cancer, while 125 new cases are recorded daily, the National Cancer Ins"
762,3,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"PETER KIMANI: Mbeere North folks discover 'power' is transient, as Kenya Power moves transformers

https://t.c"
763,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,EDITORIAL CARTOON: Preaching water and drinking wine... https://t.co/I1dXgHEYAu
764,3,WynterythTX,10860.0,0.297,False,False,False,,,0,"@GavinNewsom Hey Beavis.  YOU raised BILLIONS in Fire Disaster aid.  What did you do with that money??? 

How "
765,3,JohnBien_,636.0,0.23,False,True,False,,,0,@MkenyaMsomi @WakiliEdward @IEBCKenya @StateHouseKenya @williamruto Aren't you ashamed of yourself cos your yo
766,2,virginHoffice,6572.0,0.063,False,False,False,,,0,"Executive Leather waiting chair
Price: kshs 13,999/=
Call/WhatsApp: 0703925459
https://t.co/YvvDWORQvZ
We deli"
767,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,A section of residents at Mitheru and Muthambi in Tharaka Nithi county will be forced to vacate their homes to
768,2,gardelee,627.0,0.179,False,True,False,,,0,"🚨car seat covers. 
Well designed to fit your car. 

  ☎️0724457647 

William Saliba
Martha Karua
Jay-Z
#OlKalo"
769,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"We will not sign: Hospitals reject SHA payout #HealthyNation 
https://t.co/tTQP8ENgzD"
770,2,NationAfrica,4265144.0,0.15,False,False,True,NationAfrica,0.0,0,"Kylian Mbappe 'fine' after early exit 
https://t.co/UlDqzjyD5H"
771,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"The High Court in Nakuru, has suspended the operations of a selection panel in Baringo County, put in place to"
772,3,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"Mavoko MP Patrick Makau raises alarm over alleged voter bribery ahead of Ol Kalou by-election

Video by Daniel"
773,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"Back in his village in rural Malawi, Ahamadi Assani recalled his terror during an attack by anti-foreigner vig"
774,3,Kenyans,2736594.0,0.157,False,False,True,Kenyans,0.0,0,"We are building a petrochemical complex in Lamu, not just a refinery - David Ndii https://t.co/KXFm1wH3me"
775,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"One million women and girls lose access to support amid aid cuts: UN

https://t.co/xToCBv7LKu"
776,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,"Fifteen people were killed in landslides in the Philippines, and more than 2,000 in Taiwan were evacuated from"
777,2,KTNNewsKE,879242.0,0.154,False,False,True,KTNNewsKE,0.0,0,Members of Dock Workers Union (DWU) have a reason to smile after their Collective Bargaining Agreement (CBA) w
778,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"Fibroids remains one of the most common health conditions affecting women, yet many continue to suffer in sile"
779,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,Lawyers across the country have challenged the Inspector General of Police and investigative agencies to exped
780,2,WANTAM_GEN_Z,99.0,0.458,False,True,False,,,0,"If Linda Mwananchi visits and we end up witnessing violence like what happened in Keumbu, then by Monday morni"
781,2,citizentvkenya,6853809.0,0.159,False,False,True,citizentvkenya,0.0,0,"Securing Ol-Kalou by-election:

DIG Lagat says adequate security personnel will be deployed

Lagat: We’ll ensu"
782,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"Just imagine living a life of opportunism, eagerly anticipating others’ misfortunes...
They are known for thei"
783,2,StandardKenya,2732828.0,0.155,False,False,True,StandardKenya,0.0,0,"Residents of Lokamarinyang in Kibish, Turkana North, hold a peaceful protest to demand urgent intervention fro"
784,3,_fels1,349493.0,0.133,False,False,True,_fels1,0.0,0,"United Opposition Drama today: 

Gachagua: Linda Mwananchi should never step any foot in Ol Kalau.
Hamisi: Kan"
