cluster_id,n_posts,n_authors,span_min,median_echo_lag_min,echoes_within_60min,seed_handle,seed_followers,text
6417,4,2,778.0,58.8,1,StandardKenya,2732827,"Busia Governor Paul Otuoma, Busia Woman Representative Catherine Omanyo and Presidential Advisor Arthur Osiya have recor"
6427,3,2,539.2,14.2,1,StandardKenya,2732827,"The Kenya Forest Service (KFS) has urged residents to embrace the proposed airstrip project in the Imenti Forest, part o"
6432,2,2,5890.0,5890.0,0,Fran66062Frank,140,Sema wantam
6439,3,3,380.8,191.1,1,Info_Seru77,5,"⚽️🔥 PROVIDER TERBARU SABA SPORTS HADIR DI EXOTOTO! 🔥⚽️

🎯 Main lebih seru dengan odds kompetitif setiap hari!
💥 Hadir de"
6499,5,2,1770.0,50.0,1,NationAfrica,4265144,"Cervical cancer now Kenya’s deadliest cancer, WHO report shows #HealthyNation 
https://t.co/n4C7tB0SAp"
6508,4,4,20913.6,19823.4,0,kilundeezy,140453,Nimeona chenye Gachagua anafanya sasa keshowakiua watu Gachagua atawashow alikuwa amewaambia tu
6510,4,4,98.8,63.1,1,theeokello,22405,"Peace creates opportunities for businesses to thrive, workers to earn incomes and families to plan confidently for the f"
6521,2,2,3.2,3.2,1,StandardKenya,2732827,Former EALA MP and Wiper Party Presidential Secretariat head Abubakar Zein Abubakar dies while undergoing treatment; par
6522,2,2,613.0,613.0,0,newto_code_14,15986,Ol kalou unaenda kwa UDA unapewa gas jioni unaenda kwa DCP kupewa unga na mchele 😂🤭
6524,3,2,936.1,0.5,1,ntvkenya,5352499,"Six students arrested after fire guts dorm at Tenwek Boys High School 

https://t.co/jBYPIgU8aX https://t.co/0lve1qQsfV"
6610,4,2,180.0,14.4,1,StandardKenya,2732827,MPs have raised concern over what they described as a worrying decline in enrolment in Technical and Vocational Educatio
6613,2,2,30.0,30.0,1,StandardKenya,2732827,"The Police Clearance Certificate, formerly referred to as Certificate of Good Conduct, will from next week be processed "
6637,3,2,569.9,299.9,0,ntvkenya,5352499,Failing to involve stepmother in succession costs son in court https://t.co/odeP1Y2x4T
6654,2,2,844.0,844.0,0,NationAfrica,4265144,"Trump says deal with Iran is over 
https://t.co/pOQv8b3C8E"
6668,2,2,44.0,44.0,1,Isabela_KE,8697,Youth correct change embracing work peace progress endurance solidarity caring nation treasures peace inclusive developm
6674,3,2,1896.8,36.4,1,NationAfrica,4265144,"By-election gift: Mbeere North residents demand return of removed transformers 
https://t.co/ul8mBW3e5L"
6683,5,5,15503.5,12332.0,0,murugi_simon,216,@jimNjue_ Hapa Gachagua alocheza kama yeye
6693,3,2,230.0,0.0,1,KTNNewsKE,879240,"Kenya's export basket remains heavily dominated by agricultural products, limiting the country's ability to maximise exp"
6715,2,2,23.3,23.3,1,StandardKenya,2732827,"Death toll from Venezuela's twin earthquakes rises to 4,333, National Assembly President Jorge Rodriguez says 16,740 oth"
6723,6,4,92.2,91.5,1,Dukeofmumias001,11852,I'm in agreement with Murang'a Youth Caucus. Respect for democratic participation should come before personal rivalries.
6736,5,2,1686.2,215.6,0,NationAfrica,4265144,Ballot for the rich: Alarm over Kenya’s big money elections https://t.co/3RC0yR2BeU
6738,2,2,956.3,956.3,0,ntvkenya,5352499,"As Kenya awaits the latest review of fuel prices by EPRA, situation around U.S- Iran conflict keeps escalating #nationve"
6750,4,2,855.1,735.1,0,KTNNewsKE,879240,"OPINION: World youth skills day: From celebration to global competitiveness

https://t.co/DRA2oGS3aa"
6759,4,2,1790.0,125.5,0,NationAfrica,4265144,"Meet Caroline, nanny who built six-figure career working for diplomats 
https://t.co/mbn5nkeJY2"
6765,2,2,181.0,181.0,0,StandardKenya,2732827,"Voting is underway in Ol Kalou, with long queues of voters already forming at the polling stations.

Photos by James Mun"
6767,3,2,120.0,75.4,0,StandardKenya,2732827,"Despite the heavy debt burden and public criticism generated by the initial phases of the Standard Gauge Railway (SGR), "
6773,2,2,2.5,2.5,1,KTNNewsKE,879240,"DCP leader Rigathi Gachagua accuses govt of trying to bungle Ol Kalou by-election after five polling stations attacked, "
6830,2,2,60.0,60.0,1,KTNNewsKE,879240,"OPINION: Prof Mutua should face MPs for grilling on victims payouts
https://t.co/Wt3Qq21S1q"
6855,2,2,974.9,974.9,0,MwangiHub,47131,"Campaign is over. 

Ithagani road construction in Ol Kalou has stopped. Low loader has come to collect the equipment. ht"
6858,5,3,4364.1,4086.0,0,mulwa_jr,16773,"Ol kalou is decided. 
#OlkalouDecidesNiMuchina https://t.co/DP8cJAyUEb"
6859,2,2,8.5,8.5,1,ntvkenya,5352499,Ol Kalou by-election: Cleophas Malala urges police to beef up security during voting https://t.co/fznxpxzCeO
6862,16,14,120.8,35.5,8,citizentvkenya,6853796,UDA candidate Samuel Muchina arrives at Huruma Primary School Polling Station in Ol Kalou Constituency to cast his vote 
6889,2,2,1.5,1.5,1,eagle_feed,27624,"‼️BREAKING;

Ex-EALA MP Abubakar Zein Abubakar Dies

https://t.co/sxQIdtImCc"
6892,4,4,149.6,35.8,2,NairobiNews254,945,"Kalonzo mourns Abubakar Zein as patriot, constitution architect and trusted Adviser https://t.co/fl7mn7buU3"
6914,4,2,1820.0,265.0,0,NationAfrica,4265144,"Charles Onyango-Obbo: Eating Saba Saba protests soup 
https://t.co/qTZv17nz5m"
6916,2,2,17.5,17.5,1,ntvkenya,5352499,PS Mary Muthoni: Government to build Sh8bn South Rift Level Six Hospital in Kericho https://t.co/0TFmKgkvMc
6932,2,2,0.0,0.0,1,KTNNewsKE,879240,Persons Living with Disabilities (PLWDs) in Kakamega County will no longer pay business licence fees and county levies f
6942,5,5,257.1,197.2,0,EdisonMyinga1,4132,"Moja ya ushiriki wa nguvu ya umma ni maandamano, ushiriki wa wananchi umeongezeka kwa kiasi fulani, maandamano yanaweza "
6954,2,2,0.1,0.1,1,KTNNewsKE,879240,One person killed in Kisumu as rival groups clash; one person injured and six suspects arrested after chaos erupted at r
6957,2,2,1.1,1.1,1,eagle_feed,27624,Belgut MP Nelson Koech has accused former Deputy President Rigathi Gachagua of bearing political responsibility for the 
6968,4,4,204.9,154.1,0,ntvkenya,5352499,IEBC Chairperson Erastus Ethekon to Ol Kalou voters: Do not take a picture of your ballot paper once you mark it. We sha
6985,2,2,11840.4,11840.4,0,esteem_joel,290,Matiangi is not an option.
6986,3,3,19.0,17.2,2,TopCongo,1150517,"Les ex-kulunas à l’œuvre pour assainir Kinshasa.

La Task Force mise en place par le Président de la République, Félix T"
6992,2,2,105.3,105.3,0,Realkangethe,23370,"BREAKING....!!
IEBC is this not bribery? UDA ilichukua number zote 73,000 za watu wa Ol'Kalou na hizi ndio ujumbe wanatu"
6996,2,2,70.5,70.5,0,citizentvkenya,6853796,Cleophas Malala - DCP Deputy Party Leader: I urge the people of Ol Kalou not only to cast their vote but also to guard i
7000,2,2,6017.9,6017.9,0,NyangCroco,,"It may look like a joke
It may look impossible
But this man @DanOjowa will be the next big thing in Kenya's politics
202"
7075,2,2,0.0,0.0,1,moneyacademyKE,480320,"IEBC has set August 10, 2027, as the date for Kenya's next General Election.

Public officers seeking elective seats mus"
7081,3,3,62.2,35.5,1,K24Tv,3217136,"Opposition leaders Kalonzo Musyoka, Eugene Wamalwa, James Orengo, David Maraga, and Martha Karua joined parents of Gen Z"
7093,4,4,23890.2,23125.8,0,kijanayamwingii,98164,"WANTAM! 🇰🇪 
https://t.co/AkQjfZZpLL"
7159,2,2,130.2,130.2,0,MutembeiTV,32827,I will Make Kindiki President in 2032!!Ruto assures Meru Residents! https://t.co/w5XCCHhcCe
7176,2,2,41.6,41.6,1,thekenyatimes,34378,"Between two of Kenya’s most notable Interior CSs, Kipchumba Murkomen and Fred Matiang’i, how would you compare their per"
7183,4,2,419.4,419.4,0,KTNNewsKE,879240,"Kenya is slowly drifting away from the path of good governance due to growing ethnicity, lawlessness and a political cla"
7193,2,2,559.1,559.1,0,weehmzeee,34138,Hii kama hujatoka Wamunyoro lazima ikupite😂 https://t.co/lHMgFY4pb8
7253,2,2,74.2,74.2,0,CynthOmolo,2501,UPDATE:  Kisii residents react as Raila's favourite DJ Spider on board the Linda Mwananchi campaign truck as it arrives 
7256,3,3,4347.6,2226.4,0,kipmurkomen,2943021,"Kenya and Italy enjoy deep and longstanding ties founded on close cooperation in security, trade, tourism, governance, a"
7265,3,3,129.3,86.7,1,HildaNewton21,955260,"‼️DEREVA WA HECHE AUWAWA KWA SUMU‼️

Kwa msiomfahamu Suez Dani Maradufu ambae ni Dereva wa Mhe. Heche kabla hajawa Derev"
7280,2,2,347.7,347.7,0,makaumully,63948,Rigathi Gachagua:  people of Ol Kalou are asking that elections be moved to December to continue eating President Ruto's
7282,8,5,24932.4,11651.7,0,honkabogo,951387,"Ol Kalou, Mtaa tu✌️ https://t.co/oqzowmch21"
7286,2,2,47.5,47.5,1,thekenyatimes,34378,Rigathi Gachagua claims President William Ruto has spent over KSh 1 billion to influence voters in the Ol Kalou by-elect
7287,2,2,250.5,250.5,0,swahilitimes,1642862,"Mwili wa aliyekuwa kiongozi mkuu wa Iran, Ayatollah Ali Khamenei umeagwa leo jijini Tehran.

Iran imetenga wiki nzima ya"
7302,2,2,40.5,40.5,1,StandardKenya,2732827,"Tension flared once again at the disputed 1,200-acre Samburet Estate along the Kericho–Nakuru border on Friday after riv"
7308,2,2,20.9,20.9,1,StandardKenya,2732827,"Six people killed, five others injured after matatu collides with a trailer at Nyanja area on Nakuru-Eldoret highway, Ku"
7310,2,2,2.1,2.1,1,KTNNewsKE,879240,"Kisumu Deputy Governor's home broken into, tablet allegedly used to monitor revenue collection stolen; Kisumu Central Su"
7313,2,2,0.0,0.0,1,KTNNewsKE,879240,"Scores of people were injured as suspected hired goons attempted to block Linda Mwananchi convoy at Keumbu in Kisii, hur"
7320,3,3,297.5,154.0,1,thekenyatimes,34378,Content creator Lynn Ngugi has questioned the desire by some Kenyans for President William Ruto to serve another term af
7321,6,6,448.0,183.6,0,CaptainKipkorir,15806,"Deputy President Prof. Kithure Kindiki presides over The 104th Ushirika Day Celebrations, Uhuru Park, Nairobi City Count"
7322,2,2,0.0,0.0,1,NationAfrica,4265144,"“Honestly, I don’t think I’m coming back. Nimechoka na barabara.”

There is something so therapeutic about the pure peac"
7325,3,2,1215.0,550.0,0,ntvkenya,5352499,Kenya oil firms face sanctions for bypassing Juba G-to-G fuel deal https://t.co/QSFuY9Hqwx
7337,2,2,45.0,45.0,1,ntvkenya,5352499,Investors plan new Sh1.46bn Siaya sugar factory https://t.co/iGwpM6gk30
7346,4,4,80.8,15.2,2,Kenyans,2736581,No Kenyan president since 1963 has built sports facilities surpassing those constructed by William Ruto in three years -
7353,3,3,1476.6,819.5,0,Kenyans,2736581,Dear Rigathi Gachagua. You say we are spending Ksh1 billion in Ol Kalou. You are wrong. It's actually over Ksh10 billion
7358,2,2,1024.5,1024.5,0,Kibet75Bett,1340,@K24Tv President Ruto will be re- elected in 2027 without even a single Mt. Kenya vote! The tribalist gachietha should k
7372,3,3,37.2,27.8,2,KenyanSays,209881,"""We are going to have a major Declaration in Bungoma County ""- Nairobi Senator Edwin Sifuna https://t.co/BRwBhY8SAh"
7374,2,2,14.5,14.5,1,KizaKibabu,12061,CS William Kabogo criticized impeached former Deputy President Rigathi Gachagua and allies for lacking real solutions ur
7384,3,2,6163.8,6163.8,0,PAACADEMYY,3922,📌The Hybrid Modeling with ZBrush workshop explores advanced workflows for transforming flat ideas into complex spatial f
7391,2,2,283.1,283.1,0,PloSigei,20026,"BREAKING NEWS!

The Jubilee candidate for Ol Kalou Constituency has officially withdrawn from the race and thrown his su"
7393,3,3,186.1,155.9,0,UzalendoNews_KE,8018,"Gov't fast-tracking new Cooperatives law to improve governance, modernise the sector-DP Kindiki

Deputy President Kithur"
7408,2,2,18356.6,18356.6,0,BlessedZoeua,293,@JaphethOtieno01 #SisiNdioSifuna🔥🔥🔥🔥
7409,2,2,1360.3,1360.3,0,matoslim254,1792,"Real men go to maandamano, summertides ni nyinyi 🚮😂"
7425,3,3,76.4,71.6,0,Obuchunju,15980,Political analyst Herman Manyora has proposed that Jimmy Wanjigi should be finance minister if the united opposition win
7431,4,2,2145.0,730.0,0,ntvkenya,5352499,The livestock innovation that won Kenyan lawyer-farmer the Woman of the Year Award https://t.co/MoIYVNHQLH
7440,8,2,4973.0,43.0,1,NationAfrica,4265144,"Molo farmer: Why I switched from maize to tomatoes 
https://t.co/ubQM8R9ohp"
7455,4,2,1762.7,967.7,0,ntvkenya,5352499,Families recount final calls with loved ones in Mau Summit road crash that killed seven https://t.co/jrP8t6Gkek https://
7456,8,8,30633.2,21418.2,0,Pwrfulwoman2,50484,"Before the weekend ends and America moves on to the next headline, we need to pause and look at a story that matters mor"
7459,2,2,0.0,0.0,1,StandardKenya,2732827,"When Kenya’s legendary musician David Amunga sang, “I’m going back to Kenya, that part of Africa. I’m going back to Keny"
7463,3,3,5751.2,2884.9,1,pishmafia,825,@Mabonga_254 WANTAM ☝️
7464,2,2,811.7,811.7,0,observerug,587189,President Yoweri Museveni says it is Dr Kizza Besigye -not the state - who has manipulated the judiciary and frustrated 
7478,3,3,13704.7,10839.6,0,NgugiKariu31754,1839,"""Hata wewe ni tutam"" https://t.co/NLmTVQACrK"
7482,2,2,120.0,120.0,0,StandardKenya,2732827,President William Ruto's impending Cabinet reshuffle has revived scrutiny of a Cabinet that critics say has struggled to
7491,4,4,98.0,90.1,1,RadioGenKe,6106,"Deputy President Kithure Kindiki arrives in Soliat, Sigowet-Soin Constituency, Kericho County, for an interdenominationa"
7496,3,2,1100.0,110.0,0,NationAfrica,4265144,"Court upholds that Uhuru-era Sh1.5bn Ruaraka schools land payment to businessman Mburu was irregular 
https://t.co/maZvG"
7500,2,2,0.1,0.1,1,StandardKenya,2732827,The National Police Service (NPS) has arrested four more  suspects in connection with the violent attack on a political 
7514,4,4,12496.8,12481.8,0,Radio47_Kenya,32999,VIDEO UPDATE: National Assembly Speaker Moses Wetang'ula has urged Western Kenya residents to back President William Rut
7516,3,2,345.0,345.0,0,TheStarKenya,2416897,President William Ruto has declared that no individual delivered the Mt Kenya vote to him during the 2022 General Electi
7523,5,5,120.0,115.8,1,omwambaKE,1319220,Kiharu Member of Parliament Ndindi Nyoro exits from UDA https://t.co/JXl0GsAvwL
7526,2,2,239.0,239.0,0,NationAfrica,4265144,"Here’s how to ask questions at the start of a new relationship 
https://t.co/0ET6sW2elg"
7536,5,2,0.3,0.2,1,_Xxonia,92,Onlookers state that the Linda Mwananchi brigade began assaulting ordinary people in Kisii Town. They then marched towar
7541,2,2,1600.0,1600.0,0,Kenyans,2736581,Linda Mwanainchi is the only political formation that is national - Irungu Kang'ata https://t.co/F2wUHP6Fet
7547,5,2,1921.2,0.0,1,NationAfrica,4265144,"This Sunday, #Twende is taking you to Kenya's far north, Marsabit County! 

From where the deserts meet the forests to i"
7557,2,2,1491.3,1491.3,0,dr_miritiMD,1850,@Hon_Njeri_Maina Umesunda Ndindi nyoro mahali hapo!
7606,6,5,17018.6,3833.0,0,teamsifuna001,773,"@genz___baddie @edwinsifuna Vibes tupu.

#SisiNdioSifuna"
7617,5,3,1802.0,649.2,0,NationAfrica,4265144,"Matiang’i, Karua, Orengo: Opposition candidate choice will not be a boardroom deal

https://t.co/8umlOks4Zd"
7649,4,4,4563.9,1382.1,0,SessizadamEmir,4681,"Bir çay istiyorum garson,
İçinde bir dem huzur olsun...
Gölgeler düşmesin içine,
Usulca essin bir tutam rüzgâr,
Ve kulak"
7676,2,2,5.5,5.5,1,StandardKenya,2732827,"Four suspected gang members shot dead in Kiplombe, Uasin Gishu, County Commander Wilberforce Sicharani says two others e"
7692,4,2,2863.6,2107.5,0,genzinitiative,4240,"@Realkangethe 🤥 Ruto lies all the time, and all the time, Ruto lies. #WANTAM #RutoMustGoNow https://t.co/87WwrX18jE"
7693,3,2,134.5,4.9,1,KTNNewsKE,879240,The United Arab Emirates (UAE) has announced an emergency humanitarian response worth US$30 million to support civilians
7713,2,2,209.7,209.7,0,StandardKenya,2732827,"Fresh details have emerged that a distinguished Catholic priest fathered a child, contrary to the vow of celibacy he had"
7723,2,2,21.9,21.9,1,fourtheyenews,6330,"@WilliamsRuto President Ruto received a goodwill message from President Idris Mahamat Deby of Chad, which was delivered "
7737,4,2,2025.1,135.1,0,ntvkenya,5352499,Why a father can win custody even when the mother is fit to parent https://t.co/p5BxFRAm4J https://t.co/AdBHGUlW6B
7746,2,2,883.2,883.2,0,EtalePhilip,479158,Our brother from Wamunyoro village who never travels beyond the Murima told us that on the Rironi-Nakuru-Mau Summit road
7748,9,5,2120.7,174.8,1,StandardKenya,2732827,"IEBC proposes Sh4.44b campaign spending limit for presidential candidates, political parties capped at Sh17.7b under new"
7754,3,2,389.6,389.6,0,StandardKenya,2732827,Thousands of Kenyan workers are set to benefit from stronger labour protections. Local businesses also stand to access n
7756,2,2,2.2,2.2,1,StandardKenya,2732827,"Heartbreak for Cristiano Ronaldo’s Portugal as Spain seal a 1-0 win to reach the World Cup last eight, Mikel Merino scor"
7773,2,2,6.0,6.0,1,ntvkenya,5352499,Saba Saba commemoration: Commuters forced to walk long distances after matatus were blocked from accessing Nairobi CBD h
7793,3,3,76.0,45.5,1,citizentvkenya,6853796,"Plainclothes police arrest protesters who attempted to demonstrate outside the Office of the President at Jogoo House, N"
7795,2,2,32.7,32.7,1,StandardKenya,2732827,"Rights group condemns enforced disappearances, unlawful arrests and excessive use of force by security agencies; demands"
7813,2,2,11.8,11.8,1,thekenyatimes,34378,Mumias East MP Peter Salasya meets former Deputy President and DCP party leader Rigathi Gachagua at his Wamunyoro reside
7822,6,6,333.1,194.3,0,omwambaKE,1319220,Senator Samson Cherargei demands the resignation of Interior CS Kipchumba Murkomen over persistent national security lap
7834,3,3,296.3,148.2,1,NationAfrica,4265144,"SABA SABA protests: Police mount roadblocks on major roads leading into Nairobi CBD, with officers screening motorists a"
7835,5,4,663.9,364.3,0,Kenyans,2736581,DP Kindiki inspects the ongoing construction works at Talanta Stadium https://t.co/YR93d3XloO
7856,2,2,96.7,96.7,0,ntvkenya,5352499,"SP: Football fans know the feeling. One chance. One shot. But before every goal comes preparation. 
 
Whether you’re sav"
7879,6,6,686.1,227.3,0,Truepastoralist,5585,Deputy President H.E. Prof. Kithure Kindiki @_KithureKindiki early this morning inspected the ongoing construction works
7882,2,2,47.2,47.2,1,Kenyans,2736581,Moses Kuria takes a boat ride on one of the boats delivered to Ol Kalou https://t.co/AsFyU7jan4
7883,2,2,212.8,212.8,0,harou97173,8,"@Sativa255 So wote mmetuma watu, nyie mmetuma wananchi na wao wametuma polisi 😄"
7900,3,2,963.2,593.9,0,iamkelvinmutua,104,"BREAKING: Sammy Kamau Ngotho (DCP) has won the Ol Kalou parliamentary by-election with 26,793 votes (85.8%), defeating U"
7901,3,2,221.5,14.0,1,KTNNewsKE,879240,"The Democracy for the Citizens Party's Kamau Ngotho has won the Ol Kalou parliamentary by-election, defeating his closes"
7914,21,12,32759.5,13151.1,0,Chipukizii,5481,"Edwin Watenya Sifuna 
The 6th President of Kenya 
Yesssssssss https://t.co/doAanzZZO0"
7927,2,2,454.7,454.7,0,Mercynicky_,144751,Never seen a bigger middle finger than what Ol kalou people have given to Kasongo 🤣🤣🤣🤣🤣🤣🤣
7952,2,2,80.3,80.3,0,KenyanSays,209881,"""Sifuna is being lynched because he has taken very strong positions against the wrongs happening in the country.""  Kisii"
7959,4,3,1506.0,1379.4,0,HonWamboka,8149,"Jumamosi hii kikosi cha LINDA Mwananchi tunatua maeneo ya Taita Taveta. @LindaMwananchi_ @DansonMwashako 
#SisisNdiosifu"
7961,4,2,569.9,119.9,0,KTNNewsKE,879240,Uganda has begun the mandatory 42-day countdown to be declared Ebola-free after discharging the last patient who had bee
7963,2,2,126.1,126.1,0,NationAfrica,4265144,"Sammy Waweru of DCP beats UDA to claim MP seat 
https://t.co/CLJ0DfXA7Z"
8029,7,7,647.0,174.6,1,SPT1603,2106,@RachelReevesMP Just this 👇 https://t.co/8khyja3px6
8037,5,2,1799.0,109.0,0,NationAfrica,4265144,"Kenya exports to Iran drop 41pc as war disrupts trade 
https://t.co/nLRoAQGp5w"
8078,4,2,275.0,5.0,1,StandardKenya,2732827,"Sammy Kamau Ngotho, the Democratic Congress Party (DCP) candidate, had taken an unassailable lead in the Ol Kalou parlia"
8110,2,2,5.1,5.1,1,NationAfrica,4265144,SPEAKERS WETANG'ULA and Kingi deny violating Constitution by campaigning for President Ruto; urge High Court to dismiss 
8112,10,10,2394.1,201.4,0,SAVEJennYfromHR,2460,@CattardSlim https://t.co/8zVZMViDmj
8124,8,5,390.5,72.3,1,KTNNewsKE,879240,"Nation Media Group condemns attack on its journalists covering Ol Kalou by-election, demands investigations after camera"
8238,3,2,156.4,117.8,0,K24Tv,3217136,Martha Karua accuses IEBC of failing Kenyans ahead of 2027 polls https://t.co/Z0WhKNJnNG
8244,2,2,434.8,434.8,0,KobeissiLetter,2266237,BREAKING: Nasdaq 100 futures extend losses to over -2% as memory stocks fall sharply and the Iran War continues. https:/
8272,2,2,0.1,0.1,1,Jeff_KuriaM,83990,IEBC has officially presented the certificate of election to DCP candidate Sammy Douglas Kamau Waweru after declaring hi
8297,4,4,1311.5,401.9,0,oldsophguy,2798,@SeeRacists @elizabethecarte https://t.co/JP5Vazz5Tj
8328,2,2,26.5,26.5,1,StandardKenya,2732827,KeNHA to partially close Emali-Isineti road near Simba Cement from July 24 to August 13; motorists urged to use temporar
8331,4,2,1762.0,267.0,0,NationAfrica,4265144,"From critic to partner: State changes tune on the Ford Foundation 
https://t.co/9zyn8YQZJV"
8366,2,2,134.9,134.9,0,KTNNewsKE,879240,A Nairobi City Water and Sewerage Company (NCWSC) revenue collection assistant  has been fined Sh 5 million in default t
8370,2,2,11.1,11.1,1,ntvkenya,5352499,Lawyer Ndegwa Njiru chants 'Wantam' in court after arrest for allegedly obstructing traffic on Thika Road https://t.co/M
8393,3,2,365.0,110.1,0,KTNNewsKE,879240,Members of Dock Workers Union (DWU) have a reason to smile after their Collective Bargaining Agreement (CBA) was finally
8406,5,2,488.6,0.8,1,KTNNewsKE,879240,At least 15 people killed after speedboat carrying Indian tourists capsizes off southern Vietnam's Phu Quoc Island on Sa
8409,3,2,869.9,149.8,0,ntvkenya,5352499,"Why over 26,000 Kenyans in South Africa chose not to return home https://t.co/SMfrraEqwd"
8437,2,2,8.5,8.5,1,ntvkenya,5352499,Police shoot dead suspect linked to Chaiiwali restaurant robbery during Joska operation https://t.co/J93wxZ9ubs
8442,4,2,1904.5,59.2,1,NationAfrica,4265144,"Mystery of missing girl expelled from school over miniskirt, dyed hair https://t.co/QO70Yau6kv"
8514,3,2,838.4,838.2,0,d12_brawl,45,"@Kimuzi_ Maraga has finally started playing politics, real politics not ideal politics ama activism. Sasa wakishikana na"
8546,4,4,6655.8,6116.4,0,Andriko75,7700,Wantam
8547,8,8,676.7,144.3,0,Fran66062Frank,140,@Maryian96 Kalonzo
8549,4,2,420.0,30.9,1,StandardKenya,2732827,"Beneath portraits of their Pan-African heroes, including the man they worship as God incarnate, Ethiopia's former empero"
8575,2,2,121.4,121.4,0,LensEmpress,15126,Claims of victory by foreign agents are ridiculous. Tanzanians valued peace during Saba Saba. The youth protected their 
8607,3,3,319.5,187.1,1,KahawaTungu,85749,"Linda Mwananchi accuses government of political violence, vote buying ahead of 2027 polls https://t.co/b1tu1LzJW8"
8608,2,2,142.7,142.7,0,scherargei,363675,"Finito

The broadbase government will now fly WITHOUT unnecessary turbulence and distractions of transformation of devel"
8613,2,2,6.6,6.6,1,KTNNewsKE,879240,"Fire breaks out in Namanga town on the Kenya-Tanzania border, firefighters from both countries battling the blaze, cause"
8615,3,2,329.9,59.9,1,NationAfrica,4265144,"Court bars Speakers Wetang'ula, Kingi from using offices to campaign for Ruto 

https://t.co/9uNkc3uAks"
8621,3,3,1766.7,1311.5,0,254_icon,112396,Ukiskiliza Gachagua vizuri utarealize He's more focused on hurting Ruto more than helping Kenyans
8625,3,2,600.0,30.2,1,ntvkenya,5352499,"Woman speaks as police probe OCS over sixth-floor fall 

https://t.co/LW5mjnpl9X"
8647,2,2,0.4,0.4,1,StandardKenya,2732827,St Mary's Yala beat Kisumu Boys 1-0 as Nyakach Girls edge Lwak Girls 1-0 to secure Nyanza Region football titles in Homa
8654,3,2,984.6,354.6,0,NationAfrica,4265144,"Ruto targets 2027 as Kindiki warns Kenya Kwanza against 2032 politics

https://t.co/NU5AdrZiO7"
8658,3,2,145.0,145.0,0,NationAfrica,4265144,State to pocket 60pc of excess profits from Rironi–Mau toll road https://t.co/Dz5zthH4yc
8670,2,2,137.7,137.7,0,StandardKenya,2732827,"The High Court has for the second time barred the Kajiado County Government, Governor Joseph Ole Lenku and all persons a"
8690,3,2,130.0,0.0,1,KTNNewsKE,879240,The Judiciary has long been described as the last line of defence against abuse of power. Yet a growing number of cases 
8710,3,3,861.5,430.8,1,filipelouta,3063,A newly wedded couple hold a photosession at Rigathi Gachagua's Wamunyoro home in Nyer County https://t.co/6VnvGUxO51
8714,2,2,0.8,0.8,1,StandardKenya,2732827,"🔴 LIVE BLOG:

Ol Kalou voters head to the polls as UDA, DCP battle for Nyandarua seat

https://t.co/YHfipOxTVB

#OlKalou"
8735,2,2,674.9,674.9,0,amembamagufuli8,74515,Reports suggest that more than 1.8 million ODM members deregistered from the party following Edwin Sifuna's removal toda
8743,3,2,100.8,62.7,0,StandardKenya,2732827,"It is a fresh turn for the family of Baby Samantha Pendo after Kisumu opened a park in her honour, offering a place to p"
8759,2,2,0.0,0.0,1,StandardKenya,2732827,Unity within the Opposition appears to be under fresh strain after the Edwin Sifuna-led Linda Mwananchi Movement cancell
8774,2,2,791.3,791.3,0,HammerHamm026,130066,"The mulembe people have one responsibility to ensure, Wetangula, Musalia and Oparanya are forced to retire , we have sta"
8780,3,2,289.6,289.6,0,StandardKenya,2732827,Cotu Secretary-General Francis Atwoli has launched a scathing attack on Nairobi Senator Edwin Sifuna and his Linda Mwana
8891,4,3,305.9,77.7,1,ntvkenya,5352499,Saba saba protests: Nairobi Police Commander Issa Mohamud says 10 people were arrested in the capital; 6 in Pangani and 
8893,2,2,7268.8,7268.8,0,BulaloMykBulalo,163,"Sifu-Natembeya hii ni mbaya 
#Sisindiosifuna https://t.co/mTe1X4OTTb"
8914,2,2,374.9,374.9,0,gachie_n,111,@OleItumbi You are not campaigning you are bribing voters!
8919,2,2,11179.9,11179.9,0,lew53399,1472,@Gitz__ Wengi watalia wakifikiria watatoa Kasongo na Kura😂
8922,2,2,479.5,479.5,0,KTNNewsKE,879240,Kisumu chess administrator Andrew Owili has been elected the new Chess Kenya President after winning by a huge margin in
8943,2,2,611.5,611.5,0,itskipronoh,224584,DP Kindiki: Kenya has become a construction site. https://t.co/HKHM2E0rBI
8955,2,2,3.4,3.4,1,PowerAfricaSola,4051,Even Kenya’s biggest landmarks like the new Bomas Complex and the Raila Odinga International Stadium (Talanta Stadium) a
8967,2,2,1736.9,1736.9,0,boaz_bikeri,3,@WilliamsRuto Nonsense
8979,2,2,15.0,15.0,1,KTNNewsKE,879240,"Across Kenya’s bustling markets and roadside shops, the mobile phone is fast becoming the new cash register, transformin"
8993,2,2,225.4,225.4,0,K24Tv,3217136,Political analyst Herman Manyora has described Nairobi Senator Edwin Sifuna as the most popular leader within the United
9002,6,5,872528.6,859999.8,0,HezMureithi,,"@morarakebaso Fellow Kenyans 🇰🇪 

WHO among the Following Candidates Will You VOTE 🗳 as Kenya's 6th President come 2027."
9057,2,2,6.2,6.2,1,StandardKenya,2732827,LSK calls on lawyers to join nationwide advocates' march for Justice on Friday after murder of two advocates in 48 hours
