post_id,text,human_label,human_label_v1,human_dehumanisation,human_violence_call,human_ethnic_targeting,human_coded_language,human_confidence,human_rationale,translation_used,pool,label_gemini,flags_gemini,label_cursor,flags_cursor,label_v3_gemini,flags_v3_gemini,label_v3_cursor,flags_v3_cursor
2076040983997722861,RT @Mijeledi: Katambi una laana wewe. Umekataza mikutano na CCM wenzio na jeshi lenu. Mmezui maandamano halafu CCM wanaandamana. Nyie ni wajinga na wapumbavu Dana mnafanya vitu vya kijinga sana kama wasenge,offensive,hate,False,False,False,False,medium,"'Nyie ni wajinga na wapumbavu' abuses CCM officials, with 'wasenge' used as a slur-comparison rather than a group attack.",False,split_primary_hard,hate,[],offensive,[],offensive,[],offensive,[]
2075442032793825543,@georgediano DCP would lose votes if they told Ol Kalau residents to reject money. You cannot separate a Kikuyu from money and expect to be friends.,hate,hate,False,False,True,False,medium,'You cannot separate a Kikuyu from money' asserts a greed stereotype about an ethnic group collectively.,False,agree_hate,hate,['ethnic_targeting'],hate,['ethnic_targeting'],hate,['ethnic_targeting'],hate,['ethnic_targeting']
2075645107739447414,"@_KithureKindiki Yangu Iko, but nyoka na mayai yake lazima iende",offensive,hate,True,False,False,True,low,'nyoka na mayai yake lazima iende' is a dehumanising snake trope whose target is not an explicitly named protected group.,False,split_primary_hard,hate,"['dehumanisation', 'coded_language']",offensive,['coded_language'],offensive,"['dehumanisation', 'coded_language']",offensive,"['dehumanisation', 'coded_language']"
2078825262901244324,@siungugz @MainNeli_ The reason murima infrastructure is expanding is because itugati joors tax Kenyans as send all the money to central for development. Use your head. Kibaki and partially Uhuru sent central a lot of other tribe's money to develop it.,hate,neither,False,False,True,True,medium,'itugati joors tax Kenyans and send all the money to central' uses a slur and casts Kikuyu as collectively siphoning other tribes' money.,False,split_primary_soft,neither,[],hate,['ethnic_targeting'],neither,[],neither,[]
2074200503353782473,@kipmurkomen You are the most incompetent CS. We have gangs stealing from Kenyans at will even in restaurants. Under your watch goons are thriving and reigning terror on citizens yet Gachagua lives rent free in your head like he's the problem. Wewe Bure kabisa.,offensive,neither,False,False,False,False,medium,"'Wewe Bure kabisa' caps political criticism of a CS with personal abuse, no protected-group target.",False,random_remaining,neither,['coded_language'],offensive,[],offensive,[],offensive,[]
2073421148725850293,Ruaraka Land Thief....,offensive,offensive,False,False,False,False,low,"'Land Thief' is an abusive accusation against an individual, no protected-group target.",False,random_remaining,offensive,[],offensive,[],offensive,[],offensive,[]
2074377489523097733,@Disembe anyone who is supported by luos are bound to loose or fail hata @kdfinfo knows that ask them what happened to 2007... mt kenya have the majority ..@RailaOdinga is dead 60 to 70 old luos are with @TheODMparty but @HEBabuOwino has 18 to 40year olds spilt,neither,hate,False,False,False,False,low,"'anyone who is supported by luos are bound to loose' is ethnic-bloc electoral prediction, not collective contempt.",False,split_primary_hard,hate,['ethnic_targeting'],neither,[],hate,['ethnic_targeting'],hate,['ethnic_targeting']
2075630083696394481,DCP is an organisation created by Mt Kenya oligarchs to protect their interests. Kikuyus have realised the con. They will teach Rigathi Gachagua a lesson in Ol Kalou! Gachagua is also fighting Linda Mwananchi for reasons I will not state – gathered information about it.,neither,neither,False,False,False,False,high,'DCP is an organisation created by Mt Kenya oligarchs' is political commentary on a party and politicians without protected-group attack.,False,random_remaining,neither,[],neither,[],neither,[],neither,[]
2074493020540452982,@onjolo_kenya Nani alituroga sisi wakale,neither,neither,False,False,False,False,low,'Nani alituroga sisi wakale' is a lament with no attack or protected-group target.,False,random_remaining,neither,[],neither,[],neither,[],neither,[]
2074808762557214841,@Wambuib4sky Kikuyu women have been selling out their community since circa 1849 when Johann Ludwig Krapf and Johannes Rebmann journeyed inland and became the first Europeans to see Mount Kenya. Eloi Eloi! 🤦‍♂️🤦‍♂️,hate,hate,False,False,True,False,medium,'Kikuyu women have been selling out their community' attributes collective betrayal to a group defined by ethnicity and gender.,False,agree_hate,hate,['ethnic_targeting'],hate,['ethnic_targeting'],hate,['ethnic_targeting'],hate,['ethnic_targeting']
2075991898351919369,Grow the fuck up already You white ppl #justinbieber #chrisbrown,hate,hate,False,False,True,False,medium,'Grow the fuck up already You white ppl' directs vulgar contempt at a racial group collectively.,False,split_primary_hard,hate,['ethnic_targeting'],offensive,[],hate,['ethnic_targeting'],hate,['ethnic_targeting']
2075473153002815518,RT @Prof1one: @IEBCKenya and @EEEthekon are nothing but shameless kasongo harlots! #RutoMustGo,offensive,offensive,False,False,False,False,high,"'shameless kasongo harlots' is vulgar abuse of an institution and individuals, no protected-group target.",False,random_remaining,offensive,[],offensive,[],offensive,[],offensive,[]
2075392337400725728,"@Wambuib4sky This is News to me, I didn't know MURCONMEN was married to a Kuk. Anyway that's not our issue, our issue as Kenyans is Kasongo Kaongo to go home to Sugoi and make him a WANTAM WANTAM WANTAM WANTAM WANTAM WANTAM WANTAM WANTAM WANTAM WANTAM WANTAM WANTAM WANTAM WANTAM President!!",offensive,hate,False,False,False,False,medium,"'Kasongo Kaongo to go home to Sugoi' mocks an individual politician, mentions ethnicity without attacking a group.",False,split_primary_hard,hate,['ethnic_targeting'],neither,[],neither,[],offensive,[]
2071166956611252735,"@WilliamsRuto The more Kasongo eats our money, grabs private and public land, abducts and kills innocent Kenyans, the more he becomes malnourished. You can't steal, abduct, kill, and grab land and live in peace. Killer Kasongo and his cocksuckers must fall! #RutoMustGo.",offensive,offensive,False,False,False,False,high,"'Killer Kasongo and his cocksuckers must fall' is vulgar political abuse of an individual, no protected-group target.",False,random_remaining,offensive,[],offensive,[],offensive,[],offensive,[]
2077359457714004261,"@Keir_Starmer You’re a lying, traitorous cunt that rewards terrorists. Go fuck yourself.",offensive,offensive,False,False,False,False,high,"'lying, traitorous cunt... Go fuck yourself' is vulgar personal abuse of an individual.",False,agree_offensive,offensive,[],offensive,[],offensive,[],offensive,[]
2075567997129806251,"""Hakuna Mluhya anapinga Sifuna. Wale wanampinga kama Musalia si mluhya, ni mnandi kutoka Chepsenoi...Wetangula ni mganda kutoka Nalondo...Salasya na yeye mkikuyu. Nyinyi mmeona wapi mluhya ako na lips za red kama za Salasya!""~Angry Kakamega man",hate,neither,False,False,True,False,medium,'mmeona wapi mluhya ako na lips za red kama za Salasya' mocks an individual on ethnic-appearance grounds and polices ethnic authenticity.,False,split_primary_soft,neither,[],hate,['ethnic_targeting'],neither,[],hate,['ethnic_targeting']
2076416283181007012,@_KithureKindiki You and your filthy kafment are the sponsors of violence and goons for political gain. Shameless bitch! #RutoMustGo,offensive,offensive,False,False,False,False,high,"'filthy kafment... Shameless bitch' is vulgar abuse of a politician and government, no protected-group target.",False,agree_offensive,offensive,[],offensive,[],offensive,[],offensive,[]
2075307422114099464,"@scherargei No sensible politician celebrates losing a single vote. Every votes counts. Fukuza mlima,fukuza sifuna",hate,neither,False,False,True,True,medium,'Fukuza mlima' is a coded call to expel the mountain (Mt Kenya/Kikuyu) community.,False,split_primary_soft,neither,[],hate,['ethnic_targeting'],hate,"['ethnic_targeting', 'coded_language']",hate,"['ethnic_targeting', 'coded_language']"
2078172667035767136,@ZcohenCNN CNN. Lmfao Fuck you traitor. You have zero credibility. All we have heard was Russia horseshit.,offensive,offensive,False,False,False,False,high,"'Fuck you traitor. You have zero credibility' is vulgar abuse of a broadcaster, no protected-group target.",False,agree_offensive,offensive,[],offensive,[],offensive,[],offensive,[]
2073525948415111528,@lynn_ngugi1 Kwani ni wakikuyu tu wako na shida na William. Presidency hamtaona Ata Kindiki hatapewa,hate,neither,False,False,True,False,low,'ni wakikuyu tu wako na shida na William... Presidency hamtaona' singles out Kikuyu collectively with an exclusionary taunt.,False,split_primary_soft,neither,[],hate,['ethnic_targeting'],neither,[],neither,[]
2075085647316971963,"BREAKING NEWS LUOs are very cheap You give them 250/-, CS position for people who are not Luo Wandayi - luhya Mbadi- Suba Junet- Somalia They shout Ruto TOSHA KIKUYU are given 2 billions Meat,rice,water tanks,boats,electricity, roads,cooking gas But still shout RUTO MUST G0",hate,hate,False,False,True,False,high,'LUOs are very cheap' attributes contempt collectively to an ethnic group.,False,agree_hate,hate,['ethnic_targeting'],hate,['ethnic_targeting'],hate,['ethnic_targeting'],hate,['ethnic_targeting']
2077820998540493060,@HalfanMkiwa @kamauwaruhiu You charlatan,offensive,offensive,False,False,False,False,low,'You charlatan' is a mild personal insult of an individual.,False,agree_offensive,offensive,[],offensive,[],offensive,[],offensive,[]
2075301815642362296,"@Disembe Ambia mdosi wako aresign Bytha who told you that Sifuna doesnt want ODM, Sifuna doesnt support bad leadership in ODM, but he is one of them",neither,neither,False,False,False,False,medium,'Ambia mdosi wako aresign' is political argument without abuse or protected-group attack.,False,random_remaining,neither,[],neither,[],neither,[],neither,[]
