post_id,text,human_label,human_label_v1,human_dehumanisation,human_violence_call,human_ethnic_targeting,human_coded_language,human_confidence,human_rationale,translation_used,human_label_pre_adjudication,human_adjudication,pool,stratum,label,label_gemini,label_cursor,agree
2072782341454377172,@makaumully Duale and Mbadi definitely so that they can concentrate full time in organising 2027 post election violence against the Kikuyu community. They are already inciting other Kenyans against Kikuyus. They should not be earning from our tax payers contributions.,hate,offensive,False,True,True,False,high,'organising 2027 post election violence against the Kikuyu community' - direct accusation of planned ethnic violence.,False,offensive,protected_target_to_hate,split_gem_soft,p_hate_top,,neither,hate,False
2074063563119870278,@georgediano Bungoma has a substantial sabaot vote block in Mount Elgon and Kimilili are very clueless .,hate,offensive,False,False,True,False,high,'sabaot vote block... are very clueless' - collectively declares the community as stupid.,False,offensive,protected_target_to_hate,split_gem_hard,p_hate_top,,hate,neither,False
2074385558013431877,@gabrieloguda Talanta Stadium hiyo ujinga ingine pelekea nyanyako,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_offensive_top,offensive,offensive,offensive,False
2074549634660208954,Wajaluo mlipewa nini wakati wa Ile By-election ya Were ama nyinyi bora mdanganywe na mdomo hamna shida? Ruto knows the worth of Kikuyus. Olkalalou Kikuyus wanapewa goodies then come 2027 wapewe running mate wajaluo wabaki wakingoja pawa😂😂😂,hate,hate,False,False,True,False,high,"'wajaluo wabaki wakingoja pawa' - mocks Luos collectively as politically naive, easily duped while others get benefits.",False,hate,,split_gem_soft,p_hate_top,,neither,hate,False
2075608831984320526,"@henrique_m2546 @Naomikibandi @rigathi What was the point of going to the press to call out Kangata? He can simply pass that information through a call or email. Tuseme tu ukweli, hatujafurahi.",neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,agree_coded,nli_tail,neither,neither,neither,True
2077796361844465903,"@Keir_Starmer Are yoh blind or just fucking mental? You've done everything in your power to habitually fuck over the british people against our wishes/ turn britain into an authoritarian hell hole and for that, we hate you. You are deluded and can go fuck yourself.",offensive,hate,False,False,False,False,high,"'fucking mental', 'fuck over', 'fuck yourself' - vulgar personal attack on UK PM Starmer, not group-based.",False,hate,non_target_hate_to_offensive,random_agreed,p_offensive_top,offensive,offensive,offensive,True
2075559968283971624,Irungu Kang'ata has just received an unexpected 'fuck you' from Gachagua. The wa-mabarua now looks like the clown he made of himself bowing to Wamunyoro,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_offensive_top,offensive,offensive,offensive,False
2075266713084387761,"@jumaf3 Wewe ni Tutam merchant, we know you Luhyas, ukishiba you are okay. Wachana na Rigathi",hate,hate,False,False,True,False,high,"'we know you Luhyas, ukishiba you are okay' - collective stereotype that Luhya people are easily satisfied/bought.",False,hate,,agree_hate,p_hate_top,hate,hate,hate,True
2077282514360586650,"@SeeRacists Later whites will come out to be claiming saints always, whereas racism full their mind. He should be charged.",hate,offensive,False,False,True,False,high,'racism full their mind' - collective negative attribution to whites as a racial group.,False,offensive,protected_target_to_hate,agree_hate,p_hate_top,hate,hate,hate,True
2076194521482670352,"This is something I've been consistently telling Kenyans. Some people labelled me a Fool. Truth be told, Edwin Sifuna and Babu Owino will never stick together. This a competition of Egos. None amongst them wants to be led by the other. Caleb Amisi is another gentleman to watch.. infact he stopped attending the Linda Mwananchi rallies. The split is very very imminent. Na huku Western Kenya Papa Wa Roma is fully back on the ground. Watajua Hawajui!",offensive,offensive,False,False,False,False,high,Political attack / offensive speech.,False,offensive,,agree_coded,lexicon,neither,neither,neither,False
2073839392746041535,@JimmyKings8 Murkomen ni kihii tu kama Kasongo. Hii Kenya ni ya macuzo. Kasongo na Murkomen waendee macuzo wao South Sudan.😂😂☝️,hate,offensive,False,False,True,False,high,'Hii Kenya ni ya macuzo. waendee macuzo wao South Sudan' - ethnic supremacy claim plus expulsion call based on circumcision practices.,False,offensive,protected_target_to_hate,agree_hate,p_hate_top,hate,hate,hate,True
2075301410409738748,RT @DrJuma_M: Ruto bagging 3 Byelections will be Bad news for Wamunyoro,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,agree_coded,nli_tail,neither,neither,neither,True
2075904980846866680,Toto na Tetesi: Nyoka wahangaisha wachezaji kombe la dunia. #MikikiMikiki @totoarege,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,agree_coded,lexicon,neither,neither,neither,True
2077423077906866542,RT @G_Koffie: What can I do to stop Masturbating? Hide id ni Kasongo.,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_offensive_top,offensive,offensive,offensive,False
2074924931997999451,"Opportunist propaganda, If plenty of Ksh were sent your way from UDA, you would be spinning about tutam",offensive,offensive,False,False,False,False,high,Political attack / offensive speech.,False,offensive,,agree_coded,nli_tail,neither,neither,neither,False
2075077351776436527,"We have this MP from Bureti constituency @KSebuleni who diverted the SGR station from Chebinyiny near the Bureti National polytechnic to his own land in Ikonge where his restaurants are. Very greedy and corrupt, and doesn't want his own people to benefit from the same SGR. The roads here are pathetic. Wantam. @Kibet_bull @Kotsocha_ke",neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_offensive_top,neither,neither,neither,True
2075176797340102829,"I have said many times that some Africans are actually savages and love killing one another. That why they justify mob justice. The guy below is John Kalange who lost his life after Mombasa residents accused him of stealing their private parts. Akili za uchawi! Just accusations,They killed him without a trial! Late they found it was a lie .",hate,hate,True,False,True,False,medium,"Describes Africans collectively as 'savages' who 'love killing one another', combining ethnic targeting with dehumanisation.",False,hate,,split_gem_hard,p_hate_top,,hate,offensive,False
2076680396503216261,"Kikuyu should stop the Sheninagans! There is nothing like singing and wailing the loudest WANTAM clarion while on other side your are being bribed or accepting bribes! You have shown that only your grand parents were intelligent. What has remained in Mt. Kenya and Kikuyu at large is skeleton of former selves. You may as well vote the current regime once again! The current Members of Parliament and Keep your mouth shut! The Olkalou election will seal the fate of both East and West of the mountain as well Kikuyus in other region as that will be your true representation! After this you should shut up! Buckle up and fuata Nyayo! You bribe takers,Gas and mattress beneficiaries!",hate,hate,False,False,True,False,high,'only your grand parents were intelligent. What has remained ... is skeleton of former selves' - collective degradation of Kikuyu intelligence.,False,hate,,agree_hate,p_hate_top,hate,hate,hate,True
2072682220817379695,Murkomen and Aaron Cheruiyot battling for Kalenjin supremacy not knowing they are the most hated leaders in Kalenjin and outside Kalenjin. No tribe will ever try Kalenjin again,hate,hate,False,False,True,False,high,"'No tribe will ever try Kalenjin again' - collective ethnic exclusion declaration, NCIC standard for stirring ethnic separation.",False,hate,,agree_hate,p_hate_top,hate,hate,hate,True
2074505459935953358,"@Ceaser_X6 @HEBabuOwino Luos will always want to be ahead of luhyas, we know that. Babu has been clear he wants Nairobi GV seat, here I just see a bitter soul",offensive,hate,False,False,False,False,high,Group-targeted attack / incitement.,False,hate,non_target_hate_to_offensive,random_agreed,p_hate_top,neither,neither,neither,False
2077252339790975271,"@NyabasaDanvas @mainandegwa232 Kikuyu from central hukuwa wajinga sana....But sisi from RV, we could never vote for Ruto, ata ikuwe ni yeye pekee yake kwa ballot",hate,offensive,False,False,True,False,high,'Kikuyu from central hukuwa wajinga sana' (are very foolish) - collective negative trait.,False,offensive,protected_target_to_hate,agree_hate,p_hate_top,hate,hate,hate,True
2077961060330463545,@CCarusheey The guy overates himself sana. He registered a party to force other Linda mwananchi to join so that he can start bragging how he's the founder.,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,agree_coded,nli_tail,neither,neither,neither,True
2078652119587201483,@DrOparanya These are the foolish luhyas who think they can fight their son edwin sifuna openly and recklessly. ODM has died politically yet this old luhyas still want us to support ruto?? Hii wivu ya waluhya ni real. Mzee you are making political miscalculation like your senile oburu,offensive,offensive,False,False,False,False,medium,"'foolish luhyas who think they can fight their son' targets specific Luhya political actors opposing Sifuna, not the whole community.",False,offensive,,split_gem_hard,p_hate_top,,hate,offensive,False
2074502511860343288,@DCI_Kenya Motherfuckers,offensive,offensive,False,False,False,False,high,'Motherfuckers' - profanity.,False,offensive,,random_agreed,p_offensive_top,offensive,offensive,offensive,True
2075608949542269329,"Na wakikuyu mjue, Edwin Watenya Sifuna si Raila Odinga na wala si kibii ama kihii,Ile war mlikuwa mkiona wajaluo kwetu musijaribu,we are far worse animals that Luos.",hate,hate,True,True,True,False,high,'we are far worse animals that Luos... musijaribu' - mutual dehumanization plus veiled threat.,False,hate,,agree_hate,p_hate_top,hate,hate,hate,True
2070932374536224962,Herman Manyora opines that pushing Edwin Sifuna out as ODM's Secretary General paints the party as one owned by the Luo community.,offensive,hate,False,False,False,False,high,Group-targeted attack / incitement.,False,hate,non_target_hate_to_offensive,agree_coded,nli_tail,neither,neither,neither,False
2075105434956972140,@C_NyaKundiH Kenyans are very a pathetic lot. There is nothing they will do come 2027 and that's exactly what the government and its partners IEBC will do and they will be assisted by gangs in or without uniform. Mta do?,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_hate_top,neither,neither,neither,True
2074794095789133860,"@HonMoses_Kuria Mbwa wewe,after the by election you gonna return them to the owner,we know you disgusting kipii!",hate,hate,False,False,True,False,high,Attacks a politician using an ethnically-tied cultural slur ('disgusting kipii').,False,hate,,split_gem_hard,p_hate_top,,hate,offensive,False
2077913440954257738,"@C_NyaKundiH Rent a Kikuyu, Yes You Can but buying one, No You Can't. Ruto thought his billions would endear him. We hate traitors &amp; bullies. Govt used and exhausted all the tricks in the books and lost. My takeway from Ol Kalou , we SHALL have post election violence in 2027!",hate,hate,True,True,True,False,high,'Rent a Kikuyu' commodifies an ethnic group; 'we SHALL have post election violence in 2027' threatens violence.,False,hate,,split_gem_soft,p_hate_top,,neither,hate,False
2075574814748582007,@itskipronoh Unfortunately gachagua is politically wise than matiangi and kisiis imagine they didn't know LM was meant to replace matiangi and cut him to size in the negotiation table.,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_hate_top,neither,neither,neither,True
2074727510210752869,I don't have anything against Kisiis from Nyamira (I'm one) but why spend your witchcraft dark magic kuroga mtoto wa mtu mwenye ameunda mansion kwa village instead of shifting that energy kuroga Kasongo na familia yake?,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,split_gem_soft,p_hate_top,,neither,hate,False
2075236214853042361,@UDAKenya goes to Ol Kalau and bribe voters with gas cylinders. Same UDA goes to Nyanza and bribe voters with Ksh200. Luos won't give us rest on these streets. They are all over busy singing tutam. Luos are FOOLS CC @gladyswanga @OpiyoWandayi @JohnMbadiN @DrOburu_O,hate,hate,False,False,True,False,high,'Luos are FOOLS' - collective attribution of stupidity to an ethnic group.,False,hate,,agree_hate,p_hate_top,hate,hate,hate,True
2075259609309135206,"Rigathi and his Kikuyu team led by Muturi are determined to keep Matiangi and Sifuna far from power in the opposition,he is only comfortable with A weak kalonzo,my advice to Sifuna is join Ruto and deny these mafia a Kikuyu controlled government,we can wait for 2032.",hate,hate,False,False,True,False,medium,'his Kikuyu team... these mafia... deny these mafia a Kikuyu controlled government' - links Kikuyu ethnicity to mafia.,False,hate,,split_gem_soft,p_hate_top,,neither,hate,False
2074936454254370906,@Justusessays @NyaduwaO @LeviMunyeri Not even our govt hawa (Luos for obvious reasons ) wataenda Maandamano wapitie kwa iyo area ata ikuwe protected aje like Area 51 waingie uko na ivo do disaster itakam!,hate,hate,False,True,True,False,medium,'(Luos for obvious reasons)' plus 'disaster itakam' - implied negative trait and threat of violent consequence.,False,hate,,split_gem_soft,p_hate_top,,neither,hate,False
2078473415694909880,@WhiteHouse No country can be great when the members of its government are proxies for some shit hole terrorist country in the middle East,hate,hate,False,False,True,False,high,'shit hole terrorist country in the middle East' - collective attack on national origin.,False,hate,,split_gem_soft,p_offensive_top,,offensive,hate,False
2074518434381992335,@gpdkaluma The government benefits you and they have place to be their mouth piece. The same government has participated in killing people not only Luos. Broadlight abductions and state own goons all these anyone who supports the government is completely benefiting from the government.,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_hate_top,neither,neither,neither,True
2074222111023943885,@UDAKenya Ni kama mko na kichaaa nini. Narok is fuckiiiiiing one term.,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_offensive_top,offensive,offensive,offensive,False
2076982512669143378,"Am seeing more and more parents requesting financial help to take their children to universities, when I remember RUTO is the product of the 100% university funding that the government provided it causes my heart pain.",neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,random_control,neither,neither,neither,True
2075219160682902014,"@Kenyans @orengo_james Linda mabwenyenye from paying tax is what you call Linda mwananchi,The way you ouster your deputy is enough to tell you are dictator,given powers you can rule with iron fist just like Jomo",neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_offensive_top,neither,neither,neither,True
2077807282289508578,@_KithureKindiki kimeumana,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,agree_coded,lexicon,neither,neither,neither,True
2075538517023658041,@Kenyans You will hear those 2 term imbeciles in celebration as if they suffer from cerebral maleria,offensive,hate,False,False,False,False,high,'imbeciles' - insulting political opponents over term limits.,False,hate,non_target_hate_to_offensive,random_agreed,p_offensive_top,offensive,offensive,offensive,True
2075257125186445363,"Musalia Mudavadi has Never hustled in his political life. He believes in through pass opportunities He was first introduced into politics in 1989 following a family tragedy when his Father Died. He was only 28 yrs. He was pushed to Vie for MP seat sabatia Constituency out of sympathy He was just Elected. His Father was a good man and therefore He leveraged on His Father's legacies to get free things. After Saitoti's Resignation, He took advantage of the Feud between moi and Saitoti and Became the shortest serving Vice president. In 2013 Uhuruto Tricked him that He was their preferred presidential candidate on a mere Fact that they had a case in Icc and therefore they won't Contest. Uhuru later publicity admitted that He had not endorsed him. It was the work of the Devil....the Famous Madimoni. Now it's Emerging that Ruto had promised to make him president 2032.. what amazes us is that currently the promise has been shifted to Wetangula and not him. Today He appear Man under Siege or Siekenye. The Rise of EDWIN SIFUNA is giving him Pressure...He's wondering how such a young man has just risen like that and He has been in politics about 37 yrs but has never enjoyed such a powerful moment Sifuna is. Mudavadi Believes that national leaders must be old not Young, to him, Sifuna should wait. But the youths of this Country are saying Sifuna Hadi kwa ballot and yeye ndio Rais Mrarajiwa.",offensive,offensive,False,False,False,False,high,Political attack / offensive speech.,False,offensive,,agree_coded,lexicon,neither,neither,neither,False
2072392846422745149,"@LarryMadowo Mnangagwa, that mad son of @KagutaMuseveni and the blood-thirsty kasongo @WilliamsRuto would have used lethal force and live ammunition to shoot unarmed and peaceful citizens.",offensive,hate,False,False,False,False,high,"'mad son', 'blood-thirsty kasongo' - harsh personal attacks on named leaders.",False,hate,non_target_hate_to_offensive,random_agreed,p_offensive_top,offensive,offensive,offensive,True
2074431305542996104,@Kibet_bull Wajaluo wangoje samaki,hate,hate,False,False,True,False,medium,"'Wajaluo wangoje samaki' - ethnic stereotype mockery, reducing Luos to fish-waiting stereotype",False,hate,,split_gem_soft,p_hate_top,,neither,hate,False
2073886667233189909,"Mr. Gachagua you’ve done everything you could to divide Kenyans by promoting tribalism, also to tarnish the image of our Great Country called Kenya. Incase you didn’t know, I’ll tell you openly that you won’t succeed in any of these. We know you hate Kenya and its Unity. Sad for you!",offensive,offensive,False,False,False,False,high,Political attack / offensive speech.,False,offensive,,agree_coded,nli_tail,neither,neither,neither,False
2076123001930608885,@thekognitive @Abdikadirmba008 how and it is dcp strong hold? DCP ndo ikishindwa wafunge virago. nikama UDA inataka kuua nyoka kwa kupiga kichwa,offensive,offensive,False,False,False,False,high,Political attack / offensive speech.,False,offensive,,agree_coded,lexicon,neither,neither,neither,False
2073052992421384548,@realcomeback_ Same raila that vied 5 times never won . He gave directions to luos whose votes have never helped anyone other than get them to govt after elections . 2027 you will be in opposition again,offensive,hate,False,False,False,False,high,Group-targeted attack / incitement.,False,hate,non_target_hate_to_offensive,random_agreed,p_hate_top,neither,neither,neither,False
2075089952719724946,"President William Ruto extended the olice branch to Luos, and ever since kikuyus are convinced that he is the devil himself.... thats the reality, if you dont believe me, go back and see what kikuyus were saying during the 2023 Anti finance bill protests Wamunyoro luos are scum",hate,hate,True,False,True,False,high,'luos are scum' - explicit dehumanizing collective contempt for Luos as a community.,False,hate,,split_gem_soft,p_hate_top,,neither,hate,False
2075714989411983436,@Lyracutevibes Hatin ass motha fucka I thought u loved me u don’t !,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_offensive_top,offensive,offensive,offensive,False
2075168762056110127,@itskipronoh Hii kabila yenu ni ya crybabies and emotional wrecks.What will you say when we ask about Gachagua?A man who contributed to about 4m votes to make ruto president and not a pathetic 1.4m ruto contributed to uhuru?,hate,hate,False,False,True,False,high,'Hii kabila yenu ni ya crybabies and emotional wrecks' - collective negative trait to tribe.,False,hate,,agree_hate,p_hate_top,hate,hate,hate,True
2077453835983835376,"@Belive_Kinuthia These are Luhyas who are sellouts, they represent nothing in western region and if they represent the political position of western region, let them go to either Bungoma or Kakamega and issue such press statement not in Nairobi. Bure kabisa. WANTAM is Real #RutoMustGo",hate,hate,False,False,True,False,medium,"'These are Luhyas who are sellouts, they represent nothing' collectively dismisses named Luhya politicians as ethnically treacherous and representative of nothing - NCIC ethnic contempt applied to a community bloc.",False,hate,,random_agreed,p_hate_top,neither,neither,neither,False
